pid,caridischo_genre,label,claimed_genre,link,open_access,status,language,creators,stewards,blurb,added_by,added_year,notes,order,layout,collection,thumbnail,full
cds95,Cabinet of Wonders,Junkanoo in Grand Bahama,an initial exploration,https://junkanooingb.com/,TRUE,Active,en,Sally Everson,University of the Bahamas - North,"This project is the work of students of The University of The Bahamas-North, in English Studies courses. It is an initial exploration of Junkanoo in Grand Bahama, and aims to document the history, practices and participants of Junkanoo on the island of Grand Bahama. ",Roopika Risam,2020,,163,caridischo_item,caridischo,img/derivatives/simple/cds95/thumbnail.jpg,img/derivatives/simple/cds95/fullwidth.jpg
cds81,Cabinet of Wonders,In Whispers and Furtive Glances: Assessing Cuban Digital Literacies and (H)ac(k)tivism in Post-Embargo Cuba,a project proposal,https://marktriana.wixsite.com/whispersandglances,TRUE,In Development,en,Mark Daniel Triana,,"\""In Whispers and Furtive Glances: Assessing Cuban Digital Literacies and (H)ac(k)tivism in Post-Embargo Cuba\"" is a prospective digital humanities project that discusses the ways in which Cuban peoples have cultivated a unique and compelling digital presence in the twenty-first century despite the many challenges that have been posed by surveillance, lack of material access, and severe network and hardware limitations.",Roopika Risam,2020,,148,caridischo_item,caridischo,img/derivatives/simple/cds81/thumbnail.jpg,img/derivatives/simple/cds81/fullwidth.jpg
cds94,Collections & Curations,Library of Glissant Studies,a digital library,https://www.glissantstudies.com/,TRUE,Active,"en, fr",Raphaël Lauro and Jeanne Jégousso,,"The Library of Glissant Studies is a collective project which would not be possible without the help and support of dozen of dedicated individuals and institutions across the world. Our team aim at developing researches in the field of Glissant Studies by indexing information, and facilitating collaborations between scholars, students, and universities.",Alex Gil,2020,,162,caridischo_item,caridischo,img/derivatives/simple/cds94/thumbnail.jpg,img/derivatives/simple/cds94/fullwidth.jpg
cds43,Cabinet of Wonders,dLOC as Data: A Thematic Approach to Caribbean Newspapers,an initiative,http://dlocasdata.domains.uflib.ufl.edu/,TRUE,In Development,en,"Perry Collins, Hadassah St. Hubert, Miguel Asencio, Jamie Rogers; http://dlocasdata.domains.uflib.ufl.edu/project-team/",Florida International University; University of Florida; Digital Library of the Caribbean,"Funded by the Collections as Data program with support from the Mellon Foundation, this project will enhance access to existing Caribbean newspaper digital collections by making texts available for bulk download to its users. This will facilitate modes of scholarship that depend on access to image and textual data at scale and will enable a new level of access to titles not included in newspaper data resources such as Chronicling America. To meet the needs of the dLOC community for teaching and research, we will demonstrate the potential of newspaper data by creating a pilot thematic tool kit focused on hurricanes and tropical cyclones.",Perry Collins,2020,,107,caridischo_item,caridischo,img/derivatives/simple/cds43/thumbnail.jpg,img/derivatives/simple/cds43/fullwidth.jpg
cds57,Collections & Curations,Digital Photographic Archive of Historic Havana,digitial photographic archive,https://compass.fivecolleges.edu/collections/digital-photographic-archive-historic-havana,FALSE,Active,en,,,"Based on a common need for a robust infrastructure to manage their digital cultural heritage, Hampshire, Mount Holyoke, and Smith colleges together launched the Compass digital repository in June 2017. Compass supports our institutional missions of teaching and research excellence through improved access to unique materials, and creates a resource to engage both scholars and the general public. The colleges have partnered with Born-Digital for development, design, and project management support.",Arturo Victoriano ,2020,,122,caridischo_item,caridischo,img/derivatives/simple/cds57/thumbnail.jpg,img/derivatives/simple/cds57/fullwidth.jpg
cds3,Reference,AImé Césaire: Open Blibiography on Zotero,a bibliography,https://www.zotero.org/groups/232193/aime_cesaire/library,TRUE,In Disrepair,"en, fr","Alex Gil, et al",,A Zotero collection of primary and secondary sources by and about Martinican poet Aimé Césaire.,,2020,,092,caridischo_item,caridischo,img/derivatives/simple/cds3/thumbnail.jpg,img/derivatives/simple/cds3/fullwidth.jpg
cds151,Maps & Visualizations,The Atlantic Networks Project,maps,https://sites.google.com/site/atlanticnetworksproject/home?authuser=0,TRUE,Stable,en,Andrew Sluyter,Louisiana State University,"It focuses on mapping the routes of vessels between about 1750 and 1900 that carried cargoes of coffee, sugar, spices, gold, and many other products as well as enslaved Africans between Europe, Africa, the Caribbean, South America, North America, and Asia.",Roopika Risam,2020,,058,caridischo_item,caridischo,img/derivatives/simple/cds151/thumbnail.jpg,img/derivatives/simple/cds151/fullwidth.jpg
cds145,Reference,The Caribbean Dictionary,dictionary,http://wiwords.com/,TRUE,Stable,en,,,A dictionary of Caribbean English,,2020,,051,caridischo_item,caridischo,img/derivatives/simple/cds145/thumbnail.jpg,img/derivatives/simple/cds145/fullwidth.jpg
cds7,Collections & Curations,Banjology,showcase,https://sites.duke.edu/banjology/the-banjo-in-haiti/,TRUE,Stable,en,Laurent Dubois  David Garner  Mary Caton Lingold,Duke University,"The banjo has a rich history in the Caribbean, the region where we first find the traces of the instrument in the 17th century. Indeed, it seems that it is in the Caribbean that the instrument first emerged and was consolidated, for there is about a fifty year lag between the first sources we have describing the instrument in this region, from the 1680s, and those from North America, which are from the late 1730s. Here, we offer a few avenues for understanding the fascinating history of the banjo in the Caribbean.",,2020,,136,caridischo_item,caridischo,img/derivatives/simple/cds7/thumbnail.jpg,img/derivatives/simple/cds7/fullwidth.jpg
cds169,Cabinet of Wonders,Protestitas,poetry bot,https://twitter.com/protestitas,TRUE,Active,es,Leonardo Flores,,A Twitter Bot providing social commentary and activism related to Puerto Rico,Alex Gil,2020,,077,caridischo_item,caridischo,img/derivatives/simple/cds169/thumbnail.jpg,img/derivatives/simple/cds169/fullwidth.jpg
cds141,Collections & Curations,Slave Voyages,a database,https://www.slavevoyages.org/,TRUE,Stable,"en,es, pt",Marcy Alexander,Emory University,"This digital memorial raises questions about the largest slave trades in history and offers access to the documentation available to answer them. European colonizers turned to Africa for enslaved laborers to build the cities and extract the resources of the Americas. They forced millions of Africans across the Atlantic to the Americas, and from one part of the Americas to another. Analyze these slave trades and view interactive maps, timelines, and animations to see the dispersal in action.",,2020,,047,caridischo_item,caridischo,img/derivatives/simple/cds141/thumbnail.jpg,img/derivatives/simple/cds141/fullwidth.jpg
cds155,Cabinet of Wonders,The Afrolatin@ Project,project,https://afrolatinoproject.org/,TRUE,Stable,en,,,"Our mission is to serve as a resource center and cultural advocate for documentation and preservation of cultures, histories, and experiences of Afrodescendant people in the Americas and the Caribbean.",,2020,,062,caridischo_item,caridischo,img/derivatives/simple/cds155/thumbnail.jpg,img/derivatives/simple/cds155/fullwidth.jpg
cds53,Collections & Curations,"English Slave Trade, 1791-1799
(House of Lords Survey)",online data archive,https://www.disc.wisc.edu/archive/slave/slave05_index.html,TRUE,Stable,en,Herbert S. Klein,University of Wisconsin - Madison Libraries,This site provides access to the raw data and documentation which contains information on English slave trade from 1791-1799.,Roopika Risam,2020,,118,caridischo_item,caridischo,img/derivatives/simple/cds53/thumbnail.jpg,img/derivatives/simple/cds53/fullwidth.jpg
cds47,Collections & Curations,Digital Archeological Archive of Comparative Slavery,digital archeological archive,https://www.daacs.org,TRUE,Active,en,Jillian E. Galle,,"DAACS is a community resource, conceived and maintained in the Department of Archaeology at Monticello, in collaboration with the research institutions and archaeologists working throughout the Atlantic World.",Kaiama L. Glover,2020,,111,caridischo_item,caridischo,img/derivatives/simple/cds47/thumbnail.jpg,img/derivatives/simple/cds47/fullwidth.jpg
cds90,Collections & Curations,Haitian Art: a Digital Crossroads,grant project,https://hadc.sites.grinnell.edu/,FALSE,In Development,en,"Fredo Rivera, Petrouchka Moïse",Grinnell College; Waterloo Center for the Arts,"This project is planning the creation of publicly accessible database for the Waterloo Center for the Arts, which hosts the largest public collection of Haitian art outside Haiti. We are also working on expanding digital resources regarding Haitian art.",,2020,,158,caridischo_item,caridischo,img/derivatives/simple/cds90/thumbnail.jpg,img/derivatives/simple/cds90/fullwidth.jpg
cds84,Collections & Curations,John Carter Brown Library Haiti Collection,digital collection,https://archive.org/details/jcbhaiti,TRUE,Active,"en, fr",,Brown University,"Our rare books, maps and newspapers tell the story of the founding of the French colony of Saint Domingue (once the most lucrative colony in the Americas), its demise through the Haitian Revolution (the world's only successful slave revolution) and the founding of Haiti in its place.",Roopika Risam,2020,,151,caridischo_item,caridischo,img/derivatives/simple/cds84/thumbnail.jpg,img/derivatives/simple/cds84/fullwidth.jpg
cds85,Cabinet of Wonders,Guantánamo Public Memory Project,a project,https://gitmomemory.org/stories/,TRUE,Active,en,Columbia University Center for the Study of Human Rights,Columbia University Center for the Study of Human Rights,What can we learn from GTMO’s past? What should we remember about what’s happening now? Hear from those who were there.,Roopika Risam,2020,,152,caridischo_item,caridischo,img/derivatives/simple/cds85/thumbnail.jpg,img/derivatives/simple/cds85/fullwidth.jpg
cds91,Collections & Curations,La Revista América Negra,publicaciones,https://www.javeriana.edu.co/ins-genetica/investigacion/publicaciones/libros/america-negra,TRUE,Active,"es, en, fr, de, it, pt",Nina de Friedemann,Pontificia Universidad Javeriana Bogotá,"The América Negra Magazine was a biannual publication of the Human Expedition that contained materials on any of the disciplines that deal with the description and analysis of human populations. The Magazine emphasized the black and indigenous communities of the American continent and their relationships with populations from other parts of the world.
",,2020,,159,caridischo_item,caridischo,img/derivatives/simple/cds91/thumbnail.jpg,img/derivatives/simple/cds91/fullwidth.jpg
cds46,Collections & Curations,Claude McKay's Early Poetry (1911-1922): A Digital Collection,digital collection,https://scalar.lehigh.edu/mckay/index,TRUE,Stable,en,Amardeep Singh,Scalar,"This site began as a collaborative WordPress project put together by students in Amardeep Singh and Ed Whitley’s Introduction to the Digital Humanities graduate seminar. The site has evolved since fall 2015 and been reworked for the Scalar platform; it now offers digital editions of all of McKay’s early poems, including Songs of Jamaica, Constab Ballads, Spring in New Hampshire, and Harlem Shadows, as well as uncollected poetry published in various Jamaican, British, and American magazines from the 1910s and 20s not included in those volumes.",Alex Gil,2020,,110,caridischo_item,caridischo,img/derivatives/simple/cds46/thumbnail.jpg,img/derivatives/simple/cds46/fullwidth.jpg
cds52,Reference,Directorio de Afrocubanas,directorio,https://directoriodeafrocubanas.com/,TRUE,Active,es,Sandra Alvarez,,"
The Directory of Afro-Cubans is a digital tool that collects files on Afro-descendant Cuban women, who have contributed significantly to national culture and history.",,2020,,117,caridischo_item,caridischo,img/derivatives/simple/cds52/thumbnail.jpg,img/derivatives/simple/cds52/fullwidth.jpg
cds154,Collections & Curations,The Puerto Rican Experience In The U.S. Military: A Century Of Unheralded Service,collection,https://centropr.hunter.cuny.edu/digital-humanities/pr-military/puerto-rican-experience-us-military-century-unheralded-service,FALSE,Active,en,,CUNY,"Centro is a research institute that is dedicated to the study and interpretation of the Puerto Rican experience in the United States and that produces and disseminates relevant interdisciplinary research. Centro also collects, preserves, and provides access to library resources documenting Puerto Rican history and culture. We seek to link scholarship to social action and policy debates and to contribute to the betterment of our community and enrichment of Puerto Rican studies.",,2020,,061,caridischo_item,caridischo,img/derivatives/simple/cds154/thumbnail.jpg,img/derivatives/simple/cds154/fullwidth.jpg
cds140,Maps & Visualizations,The Falmouth Project,maps,https://falmouth.lib.virginia.edu/,TRUE,Stable,en,Louis P. Nelson,"Scholars Lab, UVA","The town of Falmouth Jamaica has one of the richest collections of historic architecture in the Caribbean. This web site, the product of ten years on-site research, is a window into that architecture and its history.",Roopika Risam,2020,,046,caridischo_item,caridischo,img/derivatives/simple/cds140/thumbnail.jpg,img/derivatives/simple/cds140/fullwidth.jpg
cds6,Publications & Blogs,#ADPhD,a curated blog,https://africandiasporaphd.com/,TRUE,Active,en,Jessica Marie Johnson,,"African Diaspora, Ph.D. is a curated blog highlighting scholarship and scholars in the field of Atlantic African Diaspora history.",Alex Gil,2020,,125,caridischo_item,caridischo,img/derivatives/simple/cds6/thumbnail.jpg,img/derivatives/simple/cds6/fullwidth.jpg
cds168,Collections & Curations,Manioc,digital library,http://www.manioc.org/,TRUE,Active,fr,,"Université des Antilles, L'Université de Guyane","Manioc est une bibliothèque numérique spécialisée sur la Caraïbe, l'Amazonie, le Plateau des Guyanes et les régions ou centres d'intérêt liés à ces territoires. Vous y trouverez des documents textuels, sonores, iconographiques et des références concernant l'histoire culturelle, sociale, économique ou politique de ces pays.",,2020,,076,caridischo_item,caridischo,img/derivatives/simple/cds168/thumbnail.jpg,img/derivatives/simple/cds168/fullwidth.jpg
cds4,Collections & Curations,Barbados Runaways,a platform,https://barbadosmercury.wordpress.com/,TRUE,In Development,en,Early Caribbean Digital Archive; Amalia S. Levi,Early Caribbean Digital Archive,"Companion site for public workshops around the \""Barbados Runaways\"" collection.",Amalia S. Levi,2020,,103,caridischo_item,caridischo,img/derivatives/simple/cds4/thumbnail.jpg,img/derivatives/simple/cds4/fullwidth.jpg
cds156,Publications & Blogs,The Public Archive,blog,https://thepublicarchive.com,TRUE,Active,en,Peter Hudson,,"In light of this obliteration of history, The Public Archive was initiated to serve as an accessible clearinghouse of historical essays, archival sources, and informed contemporary journalism on Haiti. The Public Archive compiles links to documents freely accessible through the digital collections of libraries and repositories as well as open-access online periodicals, academic journals and newspapers.",Kaiama L. Glover,2020,,063,caridischo_item,caridischo,img/derivatives/simple/cds156/thumbnail.jpg,img/derivatives/simple/cds156/fullwidth.jpg
cds142,Maps & Visualizations,The New Map of Empire,map,mapscholar.org/empire,TRUE,Stable,en,S. Max Edelson and Bill Ferster,S. Max Edelson,"Maps and visualizations of the British Caribbean in the eighteenth century, with a special focus on the Ceded Islands. A digital map exhibition produced on MapScholar, and NEH-funded platform for geospatial visualization. Produced in tandem with Edelson, The New Map of Empire (Harvard, 2017)",S. Max Edelson,2020,"See especially the link to chapter 5, \""Charting Contested Caribbean Space\""",048,caridischo_item,caridischo,img/derivatives/simple/cds142/thumbnail.jpg,img/derivatives/simple/cds142/fullwidth.jpg
cds44,Collections & Curations,Cuban Heritage Connection,digital collections,https://merrick.library.miami.edu/digitalprojects/chc.php,TRUE,Active,"en, es",,University of Miami,"Below are descriptions and links to Cuban Heritage Collection digital collections with digital manuscripts, photographs, letters, maps and other resources held in the University of Miami Libraries Cuban Heritage Collection.",Roopika Risam,2020,There are approximately infinity subcollections,108,caridischo_item,caridischo,img/derivatives/simple/cds44/thumbnail.jpg,img/derivatives/simple/cds44/fullwidth.jpg
cds50,Collections & Curations,Documents from the History of the Dominican Republic,project,https://www.marxists.org/history/dominican-republic/index.htm,TRUE,Active,"en, es",Amaury Rodriguez,Marxists Internet Archive (MIA),"This project preserves Dominican history from below, left-wing revolutionary movements and class struggle via transcribed texts, translations and images. ",,2020,,115,caridischo_item,caridischo,img/derivatives/simple/cds50/thumbnail.jpg,img/derivatives/simple/cds50/fullwidth.jpg
cds78,Collections & Curations,Ecologies Entrelacées,a digital humanities project,https://www.ecologiesentrelacees.com/,TRUE,Active,"en, fr","Eirann Cohen, Rachel Kirk, Soraya Limare",,"A bilingual environmental digital humanities project that looks at gender and ecology in the Francophone Caribbean though the themes of sugar, bananas, beaches, and gardens.",,2020,,145,caridischo_item,caridischo,img/derivatives/simple/cds78/thumbnail.jpg,img/derivatives/simple/cds78/fullwidth.jpg
cds87,Maps & Visualizations,Mapping Marronage,maps,http://mapping-marronage.rll.lsa.umich.edu/,TRUE,Active,en,Annette Joseph-Gabriel,University of Michigan,"Mapping Marronage is an interactive visualization of the trans-Atlantic networks of intellectual, creative and political exchange created by enslaved people in the 18th and 19th century. It traces the geographic reach, crossings and intersections of letters, testimonies and financial exchanges by enslaved people of African-descent.",Roopika Risam,2020,,154,caridischo_item,caridischo,img/derivatives/simple/cds87/thumbnail.jpg,img/derivatives/simple/cds87/fullwidth.jpg
cds93,Collections & Curations,Maroon Country,digital archive,http://marooncountry.org,TRUE,Active,en,Schuyler Esprit ,Create Caribbean ,"Maroon Country is a multimedia educational resource focused on the history of maroons, the independent and resistant black communities of the slavery-era Caribbean.",Schuyler Esprit,2020,,161,caridischo_item,caridischo,img/derivatives/simple/cds93/thumbnail.jpg,img/derivatives/simple/cds93/fullwidth.jpg
cds92,Collections & Curations,Caribbean Sexualities: Love | Hope | Community: Sexualities & Social Justice in the Caribbean,online collection,caribbeansexualities.org,TRUE,Stable,en,"Rosamond S. King, Angelique V. Nixon",Caribbean International Resource Network (IRN) and Sargasso journal,"This collection focusing on Caribbean Sexualitities and Social Justice across the region offers a space for reflection, sharing, and exchange. We feature related content already published in print but published online for the first time, alongside new materials and resources.",Kaneesha Parsard,2020,,160,caridischo_item,caridischo,img/derivatives/simple/cds92/thumbnail.jpg,img/derivatives/simple/cds92/fullwidth.jpg
cds86,Collections & Curations,Haiti an Island Luminous,a site ,http://islandluminous.fiu.edu/index-english.html,TRUE,Stable,en,Adam M. Silvia and Brooke Wooldridge ,FIU,"An Island Luminous is a site to help readers learn about Haiti’s history. Created by historian Adam M. Silvia and hosted online by Digital Library of the Caribbean, An Island Luminous combines rare books, manuscripts, and photos scanned by archives and libraries in Haiti and the United States with commentary by over one hundred (100) authors from universities around the world.",Alex Gil,2020,,153,caridischo_item,caridischo,img/derivatives/simple/cds86/thumbnail.jpg,img/derivatives/simple/cds86/fullwidth.jpg
cds79,Publications & Blogs,Haitian History Blog,blog,https://haitianhistory.tumblr.com/,TRUE,Active,en,,,"Welcome to the Haitian History Blog, a space dedicated to discussions on Haiti’s political history. “Political history” here can be understood in a broad sense, one that encompasses questions relating to society, governance, intellectual history and foreign relations forged between Haiti and its neighbours in the Americas. ",,2020,,146,caridischo_item,caridischo,img/derivatives/simple/cds79/thumbnail.jpg,img/derivatives/simple/cds79/fullwidth.jpg
cds51,Collections & Curations,Cuban Theatre Digital Archives,digital archives,http://ctda.library.miami.edu/,TRUE,Active,"en, es",Lillian Manzor et al.,University of Miami,"The Cuban Theater Digital Archive (CTDA) is a resource for research, teaching and learning in Cuban theater and performance as well as in related fields; a community repository for important Cuban theatrical materials; and a forum to foster scholarly communication in this field. ",Roopika Risam,2020,,116,caridischo_item,caridischo,img/derivatives/simple/cds51/thumbnail.jpg,img/derivatives/simple/cds51/fullwidth.jpg
cds45,Publications & Blogs,Cuba Counterpoints,a journal,cubacounterpoints.com,TRUE,Archived,en,Ariana Hernandez-Reguant,Ariana H-R / Alan West-Duran,"Cuban Counterpoints is the public face of a scholarly community. It is a project linked to EthnoCuba, a network/group of Cubanist academics that includes residents from over fifteen countries, including Cuba and the United States.",Ariana Hernandez-Reguant,2020,💜,109,caridischo_item,caridischo,img/derivatives/simple/cds45/thumbnail.jpg,img/derivatives/simple/cds45/fullwidth.jpg
cds143,Collections & Curations,"The Louis J. Boeri and Minín Bujones Boeri Collection of Cuban-American Radionovelas, 1963-1970",collection,https://digitallibrary.tulane.edu/islandora/object/tulane%3Aradionovelas,TRUE,Stable,"en, es",,Howard-Tilton Memorial Library,"From his office and studios on the fifth floor of \""The Freedom Tower\"" in Miami, Italian-American businessman Louis J. Boeri and his company, America's Productions, Inc. (API), formed a radio programming empire, selling their shows to government, to more than 200 radio stations throughout Latin America and Spain, and to Spanish-speaking radio stations in the United States during the second half of the 1960s. With scripts written by acclaimed exiled Cuban screenwriters and Mexican writers, America's Productions, Inc. produced two types of programs: the first with political content and the second, of a more general nature, distinguished as \""pure entertainment.\"" Designed for a Latin American and Latino audience residing in the US, the pure entertainment included radio soap operas / dramas, comedies, advice and self-help programs, biblical dramas, mysteries, spy stories, and variety shows.",,2020,,049,caridischo_item,caridischo,img/derivatives/simple/cds143/thumbnail.jpg,img/derivatives/simple/cds143/fullwidth.jpg
cds157,Collections & Curations,TonyOldies,digital archive,http://tonyoldies.homestead.com/,TRUE,Active,en,Tony Hadley,,photographic cyber museum of vernacular and colonial images,Emilie Boone,2020,"NANTON, PHILIP. \""Tony's Oldies: Visualising Vincentian Diasporic Memory.\"" Caribbean Quarterly 58, no. 2/3 (2012): 101-15. Accessed November 13, 2020. http://www.jstor.org.citytech.ezproxy.cuny.edu/stable/41708780.",064,caridischo_item,caridischo,img/derivatives/simple/cds157/thumbnail.jpg,img/derivatives/simple/cds157/fullwidth.jpg
cds5,Collections & Curations,Alma Jordan Library Digital Collections,digital collections,https://uwispace.sta.uwi.edu/dspace/handle/2139/10,TRUE,Active,en,,UWI - St. Augustine,This archive was established by the UWI Libraries to support the dissemination of knowledge by providing open access to the digitally preserved intellectual output of the University. Here we aim to collect together in one place the research and scholarship of members of the UWI community.,Roopika Risam,2020,Herein lie subcollections,114,caridischo_item,caridischo,img/derivatives/simple/cds5/thumbnail.jpg,img/derivatives/simple/cds5/fullwidth.jpg
cds172,Publications & Blogs,ARC Magazine,an art magazine,http://arcthemagazine.com/arc/home/,FALSE,Defunct,en,Holly Bynoe,,"ARC Magazine is a non-profit print and online publication and social platform launched in 2011. It seeks to fill a certain void by offering a critical space for contemporary artists to present their work while fostering and developing critical dialogues and opportunities for crucial points of exchange, scholarship and study. ARC is an online and social space of interaction with a developed methodology of sharing information about contemporary practices, exhibitions, partnerships, and opportunities occurring in the Caribbean region and throughout its diasporas.",Alex Gil,,,169,caridischo_item,caridischo,img/derivatives/simple/cds172/thumbnail.jpg,img/derivatives/simple/cds172/fullwidth.jpg
cds166,Maps & Visualizations,Two Plantations,a diagram and a family tree,http://www.twoplantations.com,TRUE,Stable,en,Vincent Brown,,This website displays research into the lives of 431 enslaved people in seven multi-generational families at Mesopotamia plantation in Jamaica and Mount Airy plantation in Virginia.,Kaiama L. Glover,2020,,074,caridischo_item,caridischo,img/derivatives/simple/cds166/thumbnail.jpg,img/derivatives/simple/cds166/fullwidth.jpg
cds8,Collections & Curations,Biblioteca de Literatura Afrocolombiana,colección digital,http://babel.banrepcultural.org/digital/collection/p17054coll7,TRUE,Stable,es,,"Ministry of Culture, Colombia","The Afro-Colombian Literature Library contains 18 titles and an essay written by prominent Afro-Colombian authors in the last 200 years; among them are the important works of authors such as: Manuel Zapata Olivella, Oscar Collazos, Helcías Martán Góngora, Arnoldo Palacios, Rogerio Velásquez, Candelario Obeso, among others.",,2020,,147,caridischo_item,caridischo,img/derivatives/simple/cds8/thumbnail.jpg,img/derivatives/simple/cds8/fullwidth.jpg
cds48,Reference,Digital History at UWI: Hist 2807 Digital History Course,a syllabus,https://uwidigitalhistory.wordpress.com/instructor-information/,TRUE,Stable,en,Debbie Mc Collin,UWI,"This is a course designed to pique your interest, hone your internet skills and sharpen your intellectual understanding of your field (both general history and Caribbean history) and its representation on the internet.",Alex Gil,2020,,112,caridischo_item,caridischo,img/derivatives/simple/cds48/thumbnail.jpg,img/derivatives/simple/cds48/fullwidth.jpg
cds60,Collections & Curations,Digital Aponte,a site,http://aponte.hosting.nyu.edu/,TRUE,Stable,"en, es","Linda Rodriguez, Ada Ferrer, Kris Minhae Choe, Eric Anderson, et al",NYU,"Welcome to Digital Aponte, a site dedicated to the life and work of José Antonio Aponte, a free man of color, carpenter, artist, and alleged leader of a massive antislavery conspiracy and rebellion in colonial Cuba in 1811-1812.",Alex Gil,2020,,126,caridischo_item,caridischo,img/derivatives/simple/cds60/thumbnail.jpg,img/derivatives/simple/cds60/fullwidth.jpg
cds74,Collections & Curations,Curaçao Nationaal Archief,een archief,https://www.nationaalarchief.cw/,TRUE,Active,du,,National Archives of Curaçao,"A new voyage of discovery ... Search, browse and discover the original sources of Curaçao History.",,2020,,141,caridischo_item,caridischo,img/derivatives/simple/cds74/thumbnail.jpg,img/derivatives/simple/cds74/fullwidth.jpg
cds75,Maps & Visualizations,Indian Indenture,map,https://indianindenture.wordpress.com/,TRUE,In Disrepair,en,Dhanashree Thorat,,"This project maps, spatially and chronologically, the migration of Indian indentured workers to Trinidad, one of the colonies to which a large number of indentured workers were sent. Between 1845 and 1917, about 143,900 indentured Indian labourers were sent to Trinidad.",Roopika Risam,2020,,142,caridischo_item,caridischo,img/derivatives/simple/cds75/thumbnail.jpg,img/derivatives/simple/cds75/fullwidth.jpg
cds61,Collections & Curations,Ghosts in the Water: Chinese Women in Trinidad,a project,https://ghostsinthewater.wordpress.com/,TRUE,Stable,en,Kimberly Bain,,"Focusing in on the Chinese female migrants who traveled to the island of Trinidad between 1860-1884, I will attempt help begin filling this gap, this lack of the female narrative.",Roopika Risam,2020,,127,caridischo_item,caridischo,img/derivatives/simple/cds61/thumbnail.jpg,img/derivatives/simple/cds61/fullwidth.jpg
cds49,Cabinet of Wonders,Create Caribbean,a digital humanities center,http://createcaribbean.org/create/,TRUE,Active,en,Schuyler Esprit,,"Create Caribbean Inc. aims to develop the creative capacity of youth in Dominica and the Eastern Caribbean through a focus on education and research in the arts, humanities and social sciences. Our goal is to foster a culture of intellectual inquiry, encourage the use of digital technology in academic research, and increase outreach and community participation in the preservation and dissemination of Caribbean history, heritage and other research areas of significance.",Alex Gil,2020,,113,caridischo_item,caridischo,img/derivatives/simple/cds49/thumbnail.jpg,img/derivatives/simple/cds49/fullwidth.jpg
cds167,Reference,AfroMix,portal,https://www.afromix.org/,TRUE,Active,en,,,"The Portal of African and Caribbean Cultures. News, music, arts and culture, society, travel, events.",,2020,,075,caridischo_item,caridischo,img/derivatives/simple/cds167/thumbnail.jpg,img/derivatives/simple/cds167/fullwidth.jpg
cds9,Collections & Curations,Antologías del Pensamiento Social Latinoamericano y Caribeño ,antología,https://www.clacso.org.ar/antologias/index.php,TRUE,Stable,es,,,The collection Anthologies of Latin American and Caribbean Social Thought is a CLACSO publishing undertaking aimed at promoting access to the work of some of the most prominent authors of the social sciences in Latin America and the Caribbean.,,2020,,157,caridischo_item,caridischo,img/derivatives/simple/cds9/thumbnail.jpg,img/derivatives/simple/cds9/fullwidth.jpg
cds165,Cabinet of Wonders,Valor y Cambio,proyect,https://www.valorycambio.org,TRUE,Stable,"en, es","Frances Negrón-Muntaner, Sarabel Santos-Negrón",,"Valor y Cambio is a story-telling, community-building, and solidarity economy project started by artist Frances Negrón-Muntaner and collaborator visual artist Sarabel Santos Negrón.",Roopika Risam,2020,,073,caridischo_item,caridischo,img/derivatives/simple/cds165/thumbnail.jpg,img/derivatives/simple/cds165/fullwidth.jpg
cds171,Collections & Curations,Archivo General de la Nación: Collectiones Digitales,colección digital,http://colecciones.agn.gob.do/opac/index.php?codopac=OPPUB,TRUE,Stable,es,,Archivo Nacional de la Nación,Servicio de consulta de documentos mediante software de gestión archivística que facilita el acceso a las informaciones contenidas en los fondos y colecciones documentales digitalizados en el AGN.,,,,168,caridischo_item,caridischo,img/derivatives/simple/cds171/thumbnail.jpg,img/derivatives/simple/cds171/fullwidth.jpg
cds159,Collections & Curations,thepostarchive,archive,https://youtube.com/c/thepostarchive,TRUE,Active,"en, es, fr",,,Youtube channel that tends to have many Carribbean writers and artists featured on it.,,2020,,066,caridischo_item,caridischo,img/derivatives/simple/cds159/thumbnail.jpg,img/derivatives/simple/cds159/fullwidth.jpg
cds77,Collections & Curations,George Padmore Institute Archive,archive,https://www.georgepadmoreinstitute.org/,FALSE,Active,en,,George Padmore Institute,"The George Padmore Institute is an archive, educational resource and research centre housing materials relating to the black community of Caribbean, African and Asian descent in Britain and continental Europe.",,2020,,144,caridischo_item,caridischo,img/derivatives/simple/cds77/thumbnail.jpg,img/derivatives/simple/cds77/fullwidth.jpg
cds63,Collections & Curations,Dutch Caribbean Heritage Collection,collection,https://dcdp.uoc.cw/dutcarhercol,FALSE,Stable,"en, es, du, pap",,,This Special Collection presents all unrestrictedly available digital material about the Dutch Caribbean published before 1954.,,2020,,129,caridischo_item,caridischo,img/derivatives/simple/cds63/thumbnail.jpg,img/derivatives/simple/cds63/fullwidth.jpg
